,classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
0,Attention U-Net,0.9518482208251953,0.9580115820320276,0.9518482208251953,0.954919956452203,0.04591292936718418,0.03642464352487584,0.04591292936718418
