,classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
0,Attention U-Net,0.9136159896850586,0.9200785080756363,0.9136159896850586,0.9168358609026883,0.04965376012195155,0.04214630374423351,0.04965376012195155
